subject	predicate	object	primary_knowledge_source	aggregator_knowledge_source	original_object	original_subject	subject_label	object_label
HGNC:3778	biolink:gene_associated_with_condition	MONDO:0008479	infores:medgen_mim_g2d	infores:medgen_mim_g2d	OMIM:184255	NCBIGene:2335		
HGNC:12305	biolink:gene_associated_with_condition	MONDO:0100325	infores:medgen_mim_g2d	infores:medgen_mim_g2d	OMIM:184260	NCBIGene:9321		
HGNC:573	biolink:gene_associated_with_condition	MONDO:0008483	infores:medgen_mim_g2d	infores:medgen_mim_g2d	OMIM:184450	NCBIGene:23431		
HGNC:7866	biolink:gene_associated_with_condition	MONDO:0008484	infores:medgen_mim_g2d	infores:medgen_mim_g2d	OMIM:184460	NCBIGene:9241		
HGNC:6427	biolink:gene_associated_with_condition	MONDO:0008485	infores:medgen_mim_g2d	infores:medgen_mim_g2d	OMIM:184500	NCBIGene:3872		
HGNC:2187	biolink:gene_associated_with_condition	MONDO:0008490	infores:medgen_mim_g2d	infores:medgen_mim_g2d	OMIM:184840	NCBIGene:1302		
HGNC:3603	biolink:gene_associated_with_condition	MONDO:0008492	infores:medgen_mim_g2d	infores:medgen_mim_g2d	OMIM:184900	NCBIGene:2200		
HGNC:10006	biolink:gene_associated_with_condition	MONDO:0008493	infores:medgen_mim_g2d	infores:medgen_mim_g2d	OMIM:185000	NCBIGene:6005		
HGNC:11027	biolink:gene_associated_with_condition	MONDO:0008494	infores:medgen_mim_g2d	infores:medgen_mim_g2d	OMIM:185020	NCBIGene:6521		
HGNC:11386	biolink:gene_associated_with_condition	MONDO:0008497	infores:medgen_mim_g2d	infores:medgen_mim_g2d	OMIM:185070	NCBIGene:6786		
HGNC:4390	biolink:gene_associated_with_condition	MONDO:0008501	infores:medgen_mim_g2d	infores:medgen_mim_g2d	OMIM:185300	NCBIGene:2776		
HGNC:3327	biolink:gene_associated_with_condition	MONDO:0008504	infores:medgen_mim_g2d	infores:medgen_mim_g2d	OMIM:185500	NCBIGene:2006		
HGNC:7866	biolink:gene_associated_with_condition	MONDO:0020733	infores:medgen_mim_g2d	infores:medgen_mim_g2d	OMIM:185800	NCBIGene:9241		
HGNC:5136	biolink:gene_associated_with_condition	MONDO:0008513	infores:medgen_mim_g2d	infores:medgen_mim_g2d	OMIM:186000	NCBIGene:3239		
HGNC:4274	biolink:gene_associated_with_condition	MONDO:0008514	infores:medgen_mim_g2d	infores:medgen_mim_g2d	OMIM:186100	NCBIGene:2697		
HGNC:13243	biolink:gene_associated_with_condition	MONDO:0008515	infores:medgen_mim_g2d	infores:medgen_mim_g2d	OMIM:186200	NCBIGene:64327		
HGNC:5136	biolink:gene_associated_with_condition	MONDO:0008516	infores:medgen_mim_g2d	infores:medgen_mim_g2d	OMIM:186300	NCBIGene:3239		
HGNC:7866	biolink:gene_associated_with_condition	MONDO:0008519	infores:medgen_mim_g2d	infores:medgen_mim_g2d	OMIM:186500	NCBIGene:9241		
HGNC:9004	biolink:gene_associated_with_condition	MONDO:0008520	infores:medgen_mim_g2d	infores:medgen_mim_g2d	OMIM:186550	NCBIGene:5307		
HGNC:7866	biolink:gene_associated_with_condition	MONDO:0008521	infores:medgen_mim_g2d	infores:medgen_mim_g2d	OMIM:186570	NCBIGene:9241		
HGNC:5331	biolink:gene_associated_with_condition	MONDO:0008523	infores:medgen_mim_g2d	infores:medgen_mim_g2d	OMIM:186580	NCBIGene:64127		
HGNC:3349	biolink:gene_associated_with_condition	MONDO:0008535	infores:medgen_mim_g2d	infores:medgen_mim_g2d	OMIM:187300	NCBIGene:2022		
HGNC:2488	biolink:gene_associated_with_condition	MONDO:0008542	infores:medgen_mim_g2d	infores:medgen_mim_g2d	OMIM:187500	NCBIGene:1482		
HGNC:6188	biolink:gene_associated_with_condition	MONDO:0008542	infores:medgen_mim_g2d	infores:medgen_mim_g2d	OMIM:187500	NCBIGene:182		
HGNC:16700	biolink:gene_associated_with_condition	MONDO:0008542	infores:medgen_mim_g2d	infores:medgen_mim_g2d	OMIM:187500	NCBIGene:23414		
HGNC:4173	biolink:gene_associated_with_condition	MONDO:0008542	infores:medgen_mim_g2d	infores:medgen_mim_g2d	OMIM:187500	NCBIGene:2626		
HGNC:4174	biolink:gene_associated_with_condition	MONDO:0008542	infores:medgen_mim_g2d	infores:medgen_mim_g2d	OMIM:187500	NCBIGene:2627		
HGNC:11592	biolink:gene_associated_with_condition	MONDO:0008542	infores:medgen_mim_g2d	infores:medgen_mim_g2d	OMIM:187500	NCBIGene:6899		
HGNC:3690	biolink:gene_associated_with_condition	MONDO:0008546	infores:medgen_mim_g2d	infores:medgen_mim_g2d	OMIM:187600	NCBIGene:2261		
HGNC:3690	biolink:gene_associated_with_condition	MONDO:0008547	infores:medgen_mim_g2d	infores:medgen_mim_g2d	OMIM:187601	NCBIGene:2261		
HGNC:6138	biolink:gene_associated_with_condition	MONDO:0015372	infores:medgen_mim_g2d	infores:medgen_mim_g2d	OMIM:187800	NCBIGene:3674		
HGNC:4238	biolink:gene_associated_with_condition	MONDO:0008553	infores:medgen_mim_g2d	infores:medgen_mim_g2d	OMIM:187900	NCBIGene:8328		
HGNC:29605	biolink:gene_associated_with_condition	MONDO:0019111	infores:medgen_mim_g2d	infores:medgen_mim_g2d	OMIM:187950	NCBIGene:10019		
HGNC:11795	biolink:gene_associated_with_condition	MONDO:0019111	infores:medgen_mim_g2d	infores:medgen_mim_g2d	OMIM:187950	NCBIGene:7066		
HGNC:1455	biolink:gene_associated_with_condition	MONDO:0019111	infores:medgen_mim_g2d	infores:medgen_mim_g2d	OMIM:187950	NCBIGene:811		
HGNC:29186	biolink:gene_associated_with_condition	MONDO:0008555	infores:medgen_mim_g2d	infores:medgen_mim_g2d	OMIM:188000	NCBIGene:22852		
HGNC:3535	biolink:gene_associated_with_condition	MONDO:0008559	infores:medgen_mim_g2d	infores:medgen_mim_g2d	OMIM:188050	NCBIGene:2147		
HGNC:3542	biolink:gene_associated_with_condition	MONDO:0008560	infores:medgen_mim_g2d	infores:medgen_mim_g2d	OMIM:188055	NCBIGene:2153		
HGNC:11592	biolink:gene_associated_with_condition	MONDO:0008564	infores:medgen_mim_g2d	infores:medgen_mim_g2d	OMIM:188400	NCBIGene:6899		
HGNC:5173	biolink:gene_associated_with_condition	MONDO:0008566	infores:medgen_mim_g2d	infores:medgen_mim_g2d	OMIM:188470	NCBIGene:3265		
HGNC:7989	biolink:gene_associated_with_condition	MONDO:0008566	infores:medgen_mim_g2d	infores:medgen_mim_g2d	OMIM:188470	NCBIGene:4893		
HGNC:11799	biolink:gene_associated_with_condition	MONDO:0008569	infores:medgen_mim_g2d	infores:medgen_mim_g2d	OMIM:188570	NCBIGene:7068		
HGNC:13243	biolink:gene_associated_with_condition	MONDO:0008572	infores:medgen_mim_g2d	infores:medgen_mim_g2d	OMIM:188740	NCBIGene:64327		
HGNC:7391	biolink:gene_associated_with_condition	MONDO:0008582	infores:medgen_mim_g2d	infores:medgen_mim_g2d	OMIM:189500	NCBIGene:4487		
HGNC:2916	biolink:gene_associated_with_condition	MONDO:0008592	infores:medgen_mim_g2d	infores:medgen_mim_g2d	OMIM:190320	NCBIGene:1747		
HGNC:3683	biolink:gene_associated_with_condition	MONDO:0008593	infores:medgen_mim_g2d	infores:medgen_mim_g2d	OMIM:190330	NCBIGene:2250		
HGNC:12340	biolink:gene_associated_with_condition	MONDO:0008596	infores:medgen_mim_g2d	infores:medgen_mim_g2d	OMIM:190350	NCBIGene:7227		
HGNC:12340	biolink:gene_associated_with_condition	MONDO:0008597	infores:medgen_mim_g2d	infores:medgen_mim_g2d	OMIM:190351	NCBIGene:7227		
HGNC:3688	biolink:gene_associated_with_condition	MONDO:0008603	infores:medgen_mim_g2d	infores:medgen_mim_g2d	OMIM:190440	NCBIGene:2260		
HGNC:13243	biolink:gene_associated_with_condition	MONDO:0017454	infores:medgen_mim_g2d	infores:medgen_mim_g2d	OMIM:190605	NCBIGene:64327		
HGNC:4170	biolink:gene_associated_with_condition	MONDO:0008608	infores:medgen_mim_g2d	infores:medgen_mim_g2d	OMIM:190685	NCBIGene:2623		
HGNC:1012	biolink:gene_associated_with_condition	MONDO:0008610	infores:medgen_mim_g2d	infores:medgen_mim_g2d	OMIM:190900	NCBIGene:611		
HGNC:12362	biolink:gene_associated_with_condition	MONDO:0013199	infores:medgen_mim_g2d	infores:medgen_mim_g2d	OMIM:191100	NCBIGene:7248		
HGNC:18337	biolink:gene_associated_with_condition	MONDO:0020736	infores:medgen_mim_g2d	infores:medgen_mim_g2d	OMIM:191480	NCBIGene:51702		
HGNC:1957	biolink:gene_associated_with_condition	MONDO:0008630	infores:medgen_mim_g2d	infores:medgen_mim_g2d	OMIM:191800	NCBIGene:1136		
HGNC:6144	biolink:gene_associated_with_condition	MONDO:0024519	infores:medgen_mim_g2d	infores:medgen_mim_g2d	OMIM:191830	NCBIGene:8516		
HGNC:16400	biolink:gene_associated_with_condition	MONDO:0008633	infores:medgen_mim_g2d	infores:medgen_mim_g2d	OMIM:191900	NCBIGene:114548		
HGNC:12269	biolink:gene_associated_with_condition	MONDO:0008641	infores:medgen_mim_g2d	infores:medgen_mim_g2d	OMIM:192315	NCBIGene:11277		
HGNC:2847	biolink:gene_associated_with_condition	MONDO:0008644	infores:medgen_mim_g2d	infores:medgen_mim_g2d	OMIM:192430	NCBIGene:54487		
HGNC:11592	biolink:gene_associated_with_condition	MONDO:0008644	infores:medgen_mim_g2d	infores:medgen_mim_g2d	OMIM:192430	NCBIGene:6899		
HGNC:2846	biolink:gene_associated_with_condition	MONDO:0008644	infores:medgen_mim_g2d	infores:medgen_mim_g2d	OMIM:192430	NCBIGene:8214		
HGNC:16817	biolink:gene_associated_with_condition	MONDO:0008644	infores:medgen_mim_g2d	infores:medgen_mim_g2d	OMIM:192430	NCBIGene:8220		
HGNC:2845	biolink:gene_associated_with_condition	MONDO:0008644	infores:medgen_mim_g2d	infores:medgen_mim_g2d	OMIM:192430	NCBIGene:9993		
HGNC:6294	biolink:gene_associated_with_condition	MONDO:0100316	infores:medgen_mim_g2d	infores:medgen_mim_g2d	OMIM:192500	NCBIGene:3784		
HGNC:7576	biolink:gene_associated_with_condition	MONDO:0008647	infores:medgen_mim_g2d	infores:medgen_mim_g2d	OMIM:192600	NCBIGene:4624		
HGNC:7577	biolink:gene_associated_with_condition	MONDO:0008647	infores:medgen_mim_g2d	infores:medgen_mim_g2d	OMIM:192600	NCBIGene:4625		
HGNC:16243	biolink:gene_associated_with_condition	MONDO:0008647	infores:medgen_mim_g2d	infores:medgen_mim_g2d	OMIM:192600	NCBIGene:85366		
HGNC:1529	biolink:gene_associated_with_condition	MONDO:0008647	infores:medgen_mim_g2d	infores:medgen_mim_g2d	OMIM:192600	NCBIGene:859		
HGNC:4385	biolink:gene_associated_with_condition	MONDO:0008648	infores:medgen_mim_g2d	infores:medgen_mim_g2d	OMIM:192605	NCBIGene:2771		
HGNC:5133	biolink:gene_associated_with_condition	MONDO:0008652	infores:medgen_mim_g2d	infores:medgen_mim_g2d	OMIM:192950	NCBIGene:3236		
HGNC:3671	biolink:gene_associated_with_condition	MONDO:0008654	infores:medgen_mim_g2d	infores:medgen_mim_g2d	OMIM:193003	NCBIGene:2259		
HGNC:3680	biolink:gene_associated_with_condition	MONDO:0008660	infores:medgen_mim_g2d	infores:medgen_mim_g2d	OMIM:193100	NCBIGene:8074		
HGNC:12703	biolink:gene_associated_with_condition	MONDO:0008662	infores:medgen_mim_g2d	infores:medgen_mim_g2d	OMIM:193220	NCBIGene:7439		
HGNC:6259	biolink:gene_associated_with_condition	MONDO:0008663	infores:medgen_mim_g2d	infores:medgen_mim_g2d	OMIM:193230	NCBIGene:3769		
HGNC:1482	biolink:gene_associated_with_condition	MONDO:0100450	infores:medgen_mim_g2d	infores:medgen_mim_g2d	OMIM:193235	NCBIGene:726		
HGNC:12687	biolink:gene_associated_with_condition	MONDO:0008667	infores:medgen_mim_g2d	infores:medgen_mim_g2d	OMIM:193300	NCBIGene:7428		
HGNC:12726	biolink:gene_associated_with_condition	MONDO:0008668	infores:medgen_mim_g2d	infores:medgen_mim_g2d	OMIM:193400	NCBIGene:7450		
HGNC:8617	biolink:gene_associated_with_condition	MONDO:0008670	infores:medgen_mim_g2d	infores:medgen_mim_g2d	OMIM:193500	NCBIGene:5077		
HGNC:7105	biolink:gene_associated_with_condition	MONDO:0008671	infores:medgen_mim_g2d	infores:medgen_mim_g2d	OMIM:193510	NCBIGene:4286		
HGNC:7765	biolink:gene_associated_with_condition	MONDO:0008672	infores:medgen_mim_g2d	infores:medgen_mim_g2d	OMIM:193520	NCBIGene:4763		
HGNC:19747	biolink:gene_associated_with_condition	MONDO:0008673	infores:medgen_mim_g2d	infores:medgen_mim_g2d	OMIM:193530	NCBIGene:132884		
HGNC:2561	biolink:gene_associated_with_condition	MONDO:8000006	infores:medgen_mim_g2d	infores:medgen_mim_g2d	OMIM:193670	NCBIGene:7852		
HGNC:7573	biolink:gene_associated_with_condition	MONDO:0008675	infores:medgen_mim_g2d	infores:medgen_mim_g2d	OMIM:193700	NCBIGene:4621		
HGNC:6441	biolink:gene_associated_with_condition	MONDO:0008676	infores:medgen_mim_g2d	infores:medgen_mim_g2d	OMIM:193900	NCBIGene:3851		
HGNC:3327	biolink:gene_associated_with_condition	MONDO:0008678	infores:medgen_mim_g2d	infores:medgen_mim_g2d	OMIM:194050	NCBIGene:2006		
HGNC:12744	biolink:gene_associated_with_condition	MONDO:0008678	infores:medgen_mim_g2d	infores:medgen_mim_g2d	OMIM:194050	NCBIGene:51085		
HGNC:4452	biolink:gene_associated_with_condition	MONDO:0008679	infores:medgen_mim_g2d	infores:medgen_mim_g2d	OMIM:194070	NCBIGene:2239		
HGNC:4451	biolink:gene_associated_with_condition	MONDO:0008679	infores:medgen_mim_g2d	infores:medgen_mim_g2d	OMIM:194070	NCBIGene:2719		
HGNC:4713	biolink:gene_associated_with_condition	MONDO:0008679	infores:medgen_mim_g2d	infores:medgen_mim_g2d	OMIM:194070	NCBIGene:283120		
HGNC:5466	biolink:gene_associated_with_condition	MONDO:0008679	infores:medgen_mim_g2d	infores:medgen_mim_g2d	OMIM:194070	NCBIGene:3481		
HGNC:1101	biolink:gene_associated_with_condition	MONDO:0008679	infores:medgen_mim_g2d	infores:medgen_mim_g2d	OMIM:194070	NCBIGene:675		
HGNC:12796	biolink:gene_associated_with_condition	MONDO:0008679	infores:medgen_mim_g2d	infores:medgen_mim_g2d	OMIM:194070	NCBIGene:7490		
NCBIGene:105259599	biolink:gene_associated_with_condition	MONDO:0008680	infores:medgen_mim_g2d	infores:medgen_mim_g2d	OMIM:194071			
HGNC:8620	biolink:gene_associated_with_condition	MONDO:0008681	infores:medgen_mim_g2d	infores:medgen_mim_g2d	OMIM:194072	NCBIGene:5080		
HGNC:12796	biolink:gene_associated_with_condition	MONDO:0008681	infores:medgen_mim_g2d	infores:medgen_mim_g2d	OMIM:194072	NCBIGene:7490		
HGNC:12796	biolink:gene_associated_with_condition	MONDO:0008682	infores:medgen_mim_g2d	infores:medgen_mim_g2d	OMIM:194080	NCBIGene:7490		
HGNC:2309	biolink:gene_associated_with_condition	MONDO:0008684	infores:medgen_mim_g2d	infores:medgen_mim_g2d	OMIM:194190	NCBIGene:10815		
HGNC:2494	biolink:gene_associated_with_condition	MONDO:0008684	infores:medgen_mim_g2d	infores:medgen_mim_g2d	OMIM:194190	NCBIGene:1487		
HGNC:6556	biolink:gene_associated_with_condition	MONDO:0008684	infores:medgen_mim_g2d	infores:medgen_mim_g2d	OMIM:194190	NCBIGene:3954		
HGNC:3693	biolink:gene_associated_with_condition	MONDO:0008684	infores:medgen_mim_g2d	infores:medgen_mim_g2d	OMIM:194190	NCBIGene:53834		
NCBIGene:7467	biolink:gene_associated_with_condition	MONDO:0008684	infores:medgen_mim_g2d	infores:medgen_mim_g2d	OMIM:194190			
HGNC:12766	biolink:gene_associated_with_condition	MONDO:0008684	infores:medgen_mim_g2d	infores:medgen_mim_g2d	OMIM:194190	NCBIGene:7468		
HGNC:9386	biolink:gene_associated_with_condition	MONDO:0008685	infores:medgen_mim_g2d	infores:medgen_mim_g2d	OMIM:194200	NCBIGene:51422		
HGNC:28929	biolink:gene_associated_with_condition	MONDO:0020717	infores:medgen_mim_g2d	infores:medgen_mim_g2d	OMIM:194300	NCBIGene:121391		
HGNC:28993	biolink:gene_associated_with_condition	MONDO:0008689	infores:medgen_mim_g2d	infores:medgen_mim_g2d	OMIM:194380	NCBIGene:9780		
HGNC:7467	biolink:gene_associated_with_condition	MONDO:0008692	infores:medgen_mim_g2d	infores:medgen_mim_g2d	OMIM:200100	NCBIGene:4547		
HGNC:20670	biolink:gene_associated_with_condition	MONDO:0008693	infores:medgen_mim_g2d	infores:medgen_mim_g2d	OMIM:200110	NCBIGene:117581		
HGNC:1908	biolink:gene_associated_with_condition	MONDO:0008695	infores:medgen_mim_g2d	infores:medgen_mim_g2d	OMIM:200150	NCBIGene:23230		
HGNC:13243	biolink:gene_associated_with_condition	MONDO:0008700	infores:medgen_mim_g2d	infores:medgen_mim_g2d	OMIM:200500	NCBIGene:64327		
HGNC:12305	biolink:gene_associated_with_condition	MONDO:0008701	infores:medgen_mim_g2d	infores:medgen_mim_g2d	OMIM:200600	NCBIGene:9321		
HGNC:2200	biolink:gene_associated_with_condition	MONDO:0019669	infores:medgen_mim_g2d	infores:medgen_mim_g2d	OMIM:200610	NCBIGene:1280		
HGNC:4220	biolink:gene_associated_with_condition	MONDO:0008703	infores:medgen_mim_g2d	infores:medgen_mim_g2d	OMIM:200700	NCBIGene:8200		
HGNC:30497	biolink:gene_associated_with_condition	MONDO:0008708	infores:medgen_mim_g2d	infores:medgen_mim_g2d	OMIM:200990	NCBIGene:374654		
HGNC:14263	biolink:gene_associated_with_condition	MONDO:0008710	infores:medgen_mim_g2d	infores:medgen_mim_g2d	OMIM:201000	NCBIGene:51715		
HGNC:17129	biolink:gene_associated_with_condition	MONDO:0008713	infores:medgen_mim_g2d	infores:medgen_mim_g2d	OMIM:201100	NCBIGene:55630		
HGNC:25964	biolink:gene_associated_with_condition	MONDO:0024309	infores:medgen_mim_g2d	infores:medgen_mim_g2d	OMIM:201300	NCBIGene:54463		
HGNC:888	biolink:gene_associated_with_condition	MONDO:0024309	infores:medgen_mim_g2d	infores:medgen_mim_g2d	OMIM:201300	NCBIGene:547		
HGNC:10597	biolink:gene_associated_with_condition	MONDO:0024309	infores:medgen_mim_g2d	infores:medgen_mim_g2d	OMIM:201300	NCBIGene:6335		
HGNC:14540	biolink:gene_associated_with_condition	MONDO:0024309	infores:medgen_mim_g2d	infores:medgen_mim_g2d	OMIM:201300	NCBIGene:65125		
HGNC:11596	biolink:gene_associated_with_condition	MONDO:0008720	infores:medgen_mim_g2d	infores:medgen_mim_g2d	OMIM:201400	NCBIGene:9095		
HGNC:89	biolink:gene_associated_with_condition	MONDO:0008721	infores:medgen_mim_g2d	infores:medgen_mim_g2d	OMIM:201450	NCBIGene:34		
HGNC:90	biolink:gene_associated_with_condition	MONDO:0008722	infores:medgen_mim_g2d	infores:medgen_mim_g2d	OMIM:201470	NCBIGene:35		
HGNC:92	biolink:gene_associated_with_condition	MONDO:0008723	infores:medgen_mim_g2d	infores:medgen_mim_g2d	OMIM:201475	NCBIGene:37		
HGNC:11359	biolink:gene_associated_with_condition	MONDO:0008725	infores:medgen_mim_g2d	infores:medgen_mim_g2d	OMIM:201710	NCBIGene:6770		
HGNC:9208	biolink:gene_associated_with_condition	MONDO:0008726	infores:medgen_mim_g2d	infores:medgen_mim_g2d	OMIM:201750	NCBIGene:5447		
HGNC:5218	biolink:gene_associated_with_condition	MONDO:0008727	infores:medgen_mim_g2d	infores:medgen_mim_g2d	OMIM:201810	NCBIGene:3284		
HGNC:2600	biolink:gene_associated_with_condition	MONDO:0008728	infores:medgen_mim_g2d	infores:medgen_mim_g2d	OMIM:201910	NCBIGene:1589		
HGNC:2591	biolink:gene_associated_with_condition	MONDO:0008729	infores:medgen_mim_g2d	infores:medgen_mim_g2d	OMIM:202010	NCBIGene:1584		
HGNC:2593	biolink:gene_associated_with_condition	MONDO:0008730	infores:medgen_mim_g2d	infores:medgen_mim_g2d	OMIM:202110	NCBIGene:1586		
HGNC:6930	biolink:gene_associated_with_condition	MONDO:0024536	infores:medgen_mim_g2d	infores:medgen_mim_g2d	OMIM:202200	NCBIGene:4158		
HGNC:9719	biolink:gene_associated_with_condition	MONDO:0008736	infores:medgen_mim_g2d	infores:medgen_mim_g2d	OMIM:202370	NCBIGene:5830		
HGNC:3661	biolink:gene_associated_with_condition	MONDO:0008737	infores:medgen_mim_g2d	infores:medgen_mim_g2d	OMIM:202400	NCBIGene:2243		
HGNC:3662	biolink:gene_associated_with_condition	MONDO:0008737	infores:medgen_mim_g2d	infores:medgen_mim_g2d	OMIM:202400	NCBIGene:2244		
HGNC:3694	biolink:gene_associated_with_condition	MONDO:0008737	infores:medgen_mim_g2d	infores:medgen_mim_g2d	OMIM:202400	NCBIGene:2266		
HGNC:9142	biolink:gene_associated_with_condition	MONDO:0008740	infores:medgen_mim_g2d	infores:medgen_mim_g2d	OMIM:202650	NCBIGene:5396		
HGNC:3309	biolink:gene_associated_with_condition	MONDO:0042490	infores:medgen_mim_g2d	infores:medgen_mim_g2d	OMIM:202700	NCBIGene:1991		
HGNC:12442	biolink:gene_associated_with_condition	MONDO:0008745	infores:medgen_mim_g2d	infores:medgen_mim_g2d	OMIM:203100	NCBIGene:7299		
HGNC:8101	biolink:gene_associated_with_condition	MONDO:0008746	infores:medgen_mim_g2d	infores:medgen_mim_g2d	OMIM:203200	NCBIGene:4948		
HGNC:12450	biolink:gene_associated_with_condition	MONDO:0008747	infores:medgen_mim_g2d	infores:medgen_mim_g2d	OMIM:203290	NCBIGene:7306		
HGNC:5163	biolink:gene_associated_with_condition	MONDO:0008748	infores:medgen_mim_g2d	infores:medgen_mim_g2d	OMIM:203300	NCBIGene:3257		
HGNC:2592	biolink:gene_associated_with_condition	MONDO:0008751	infores:medgen_mim_g2d	infores:medgen_mim_g2d	OMIM:203400	NCBIGene:1585		
HGNC:4235	biolink:gene_associated_with_condition	MONDO:0008752	infores:medgen_mim_g2d	infores:medgen_mim_g2d	OMIM:203450	NCBIGene:2670		
HGNC:4892	biolink:gene_associated_with_condition	MONDO:0008753	infores:medgen_mim_g2d	infores:medgen_mim_g2d	OMIM:203500	NCBIGene:3081		
HGNC:5172	biolink:gene_associated_with_condition	MONDO:0008757	infores:medgen_mim_g2d	infores:medgen_mim_g2d	OMIM:203655	NCBIGene:55806		
HGNC:9179	biolink:gene_associated_with_condition	MONDO:0008758	infores:medgen_mim_g2d	infores:medgen_mim_g2d	OMIM:203700	NCBIGene:5428		
HGNC:8124	biolink:gene_associated_with_condition	MONDO:0008759	infores:medgen_mim_g2d	infores:medgen_mim_g2d	OMIM:203740	NCBIGene:4967		
HGNC:93	biolink:gene_associated_with_condition	MONDO:0008760	infores:medgen_mim_g2d	infores:medgen_mim_g2d	OMIM:203750	NCBIGene:38		
HGNC:2204	biolink:gene_associated_with_condition	MONDO:0008762	infores:medgen_mim_g2d	infores:medgen_mim_g2d	OMIM:203780	NCBIGene:1285		
HGNC:2206	biolink:gene_associated_with_condition	MONDO:0008762	infores:medgen_mim_g2d	infores:medgen_mim_g2d	OMIM:203780	NCBIGene:1286		
HGNC:428	biolink:gene_associated_with_condition	MONDO:0008763	infores:medgen_mim_g2d	infores:medgen_mim_g2d	OMIM:203800	NCBIGene:7840		
HGNC:4689	biolink:gene_associated_with_condition	MONDO:0008764	infores:medgen_mim_g2d	infores:medgen_mim_g2d	OMIM:204000	NCBIGene:3000		
HGNC:10294	biolink:gene_associated_with_condition	MONDO:0008765	infores:medgen_mim_g2d	infores:medgen_mim_g2d	OMIM:204100	NCBIGene:6121		
HGNC:2074	biolink:gene_associated_with_condition	MONDO:0008767	infores:medgen_mim_g2d	infores:medgen_mim_g2d	OMIM:204200	NCBIGene:1201		
HGNC:2077	biolink:gene_associated_with_condition	MONDO:0008768	infores:medgen_mim_g2d	infores:medgen_mim_g2d	OMIM:204300	NCBIGene:54982		
HGNC:2073	biolink:gene_associated_with_condition	MONDO:0008769	infores:medgen_mim_g2d	infores:medgen_mim_g2d	OMIM:204500	NCBIGene:1200		
HGNC:3344	biolink:gene_associated_with_condition	MONDO:0008770	infores:medgen_mim_g2d	infores:medgen_mim_g2d	OMIM:204650	NCBIGene:10117		
HGNC:23015	biolink:gene_associated_with_condition	MONDO:0008771	infores:medgen_mim_g2d	infores:medgen_mim_g2d	OMIM:204690	NCBIGene:54757		
HGNC:6365	biolink:gene_associated_with_condition	MONDO:0008772	infores:medgen_mim_g2d	infores:medgen_mim_g2d	OMIM:204700	NCBIGene:9622		
HGNC:23537	biolink:gene_associated_with_condition	MONDO:0008774	infores:medgen_mim_g2d	infores:medgen_mim_g2d	OMIM:204750	NCBIGene:55526		
HGNC:11530	biolink:gene_associated_with_condition	MONDO:0008777	infores:medgen_mim_g2d	infores:medgen_mim_g2d	OMIM:204870	NCBIGene:4070		
HGNC:443	biolink:gene_associated_with_condition	MONDO:0008780	infores:medgen_mim_g2d	infores:medgen_mim_g2d	OMIM:205100	NCBIGene:57679		
HGNC:29	biolink:gene_associated_with_condition	MONDO:0008783	infores:medgen_mim_g2d	infores:medgen_mim_g2d	OMIM:205400	NCBIGene:19		
HGNC:26054	biolink:gene_associated_with_condition	MONDO:0008785	infores:medgen_mim_g2d	infores:medgen_mim_g2d	OMIM:205950	NCBIGene:54977		
HGNC:10908	biolink:gene_associated_with_condition	MONDO:0008787	infores:medgen_mim_g2d	infores:medgen_mim_g2d	OMIM:206100	NCBIGene:4891		
HGNC:16517	biolink:gene_associated_with_condition	MONDO:0008788	infores:medgen_mim_g2d	infores:medgen_mim_g2d	OMIM:206200	NCBIGene:164656		
HGNC:6180	biolink:gene_associated_with_condition	MONDO:0008795	infores:medgen_mim_g2d	infores:medgen_mim_g2d	OMIM:206700	NCBIGene:3708		
HGNC:16175	biolink:gene_associated_with_condition	MONDO:0008798	infores:medgen_mim_g2d	infores:medgen_mim_g2d	OMIM:206800	NCBIGene:343637		
HGNC:10892	biolink:gene_associated_with_condition	MONDO:0008799	infores:medgen_mim_g2d	infores:medgen_mim_g2d	OMIM:206900	NCBIGene:4990		
HGNC:11195	biolink:gene_associated_with_condition	MONDO:0008799	infores:medgen_mim_g2d	infores:medgen_mim_g2d	OMIM:206900	NCBIGene:6657		
HGNC:20318	biolink:gene_associated_with_condition	MONDO:0008800	infores:medgen_mim_g2d	infores:medgen_mim_g2d	OMIM:206920	NCBIGene:64093		
HGNC:3689	biolink:gene_associated_with_condition	MONDO:0020667	infores:medgen_mim_g2d	infores:medgen_mim_g2d	OMIM:207410	NCBIGene:2263		
HGNC:9208	biolink:gene_associated_with_condition	MONDO:0020667	infores:medgen_mim_g2d	infores:medgen_mim_g2d	OMIM:207410	NCBIGene:5447		
HGNC:609	biolink:gene_associated_with_condition	MONDO:0008810	infores:medgen_mim_g2d	infores:medgen_mim_g2d	OMIM:207750	NCBIGene:344		
HGNC:663	biolink:gene_associated_with_condition	MONDO:0008814	infores:medgen_mim_g2d	infores:medgen_mim_g2d	OMIM:207800	NCBIGene:383		
HGNC:746	biolink:gene_associated_with_condition	MONDO:0008815	infores:medgen_mim_g2d	infores:medgen_mim_g2d	OMIM:207900	NCBIGene:435		
HGNC:3356	biolink:gene_associated_with_condition	MONDO:0008817	infores:medgen_mim_g2d	infores:medgen_mim_g2d	OMIM:208000	NCBIGene:5167		
HGNC:13444	biolink:gene_associated_with_condition	MONDO:0008818	infores:medgen_mim_g2d	infores:medgen_mim_g2d	OMIM:208050	NCBIGene:81031		
