publications	subject	new_object	is_creation	closure_predicates	closure_delta	new_object_label
	SGD:S000000218	GO:0015038	True	rdfs:subClassOf|BFO:0000050	0	glutathione disulfide oxidoreductase activity
	SGD:S000005373	GO:0006511	True	rdfs:subClassOf|BFO:0000050	3	ubiquitin-dependent protein catabolic process
	SGD:S000005373	GO:0061630	True	rdfs:subClassOf|BFO:0000050	2	ubiquitin protein ligase activity
	SGD:S000000290	GO:0005254	True	rdfs:subClassOf|BFO:0000050	24	chloride channel activity
	SGD:S000000290	GO:1902476	True	rdfs:subClassOf|BFO:0000050	12	chloride transmembrane transport
	SGD:S000001177	GO:0005634	True	rdfs:subClassOf|BFO:0000050	1	nucleus
	SGD:S000001177	GO:0007165	True	rdfs:subClassOf|BFO:0000050	0	signal transduction
	SGD:S000001177	GO:0005737	True	rdfs:subClassOf|BFO:0000050	0	cytoplasm
	SGD:S000003584	GO:0036503	True	rdfs:subClassOf|BFO:0000050	9	ERAD pathway
	SGD:S000003584	GO:0005783	True	rdfs:subClassOf|BFO:0000050	3	endoplasmic reticulum
	SGD:S000000244	GO:0000747	True	rdfs:subClassOf|BFO:0000050	0	conjugation with cellular fusion
	SGD:S000004070	GO:0005793	True	rdfs:subClassOf|BFO:0000050	1	endoplasmic reticulum-Golgi intermediate compartment
	SGD:S000004070	GO:0005537	True	rdfs:subClassOf|BFO:0000050	2	D-mannose binding
	SGD:S000004260	GO:0000340	True	rdfs:subClassOf|BFO:0000050	6	RNA 7-methylguanosine cap binding
	SGD:S000003567	GO:0005737	True	rdfs:subClassOf|BFO:0000050	1	cytoplasm
	SGD:S000003567	GO:0005654	True	rdfs:subClassOf|BFO:0000050	5	nucleoplasm
	SGD:S000003003	GO:0000433	True	rdfs:subClassOf|BFO:0000050	20	carbon catabolite repression of transcription from RNA polymerase II promoter by glucose
	SGD:S000004590	GO:0009267	True	rdfs:subClassOf|BFO:0000050	0	cellular response to starvation
	SGD:S000000426	GO:0006631	True	rdfs:subClassOf|BFO:0000050	4	fatty acid metabolic process
	SGD:S000000426	GO:0031956	True	rdfs:subClassOf|BFO:0000050	4	medium-chain fatty acid-CoA ligase activity
	SGD:S000000634	GO:0007265	True	rdfs:subClassOf|BFO:0000050	1	Ras protein signal transduction
	SGD:S000000634	GO:0005886	True	rdfs:subClassOf|BFO:0000050	2	plasma membrane
	SGD:S000000909	GO:0006405	True	rdfs:subClassOf|BFO:0000050	0	RNA export from nucleus
	SGD:S000000909	GO:0043130	True	rdfs:subClassOf|BFO:0000050	4	ubiquitin binding
	SGD:S000000909	GO:0003723	True	rdfs:subClassOf|BFO:0000050	4	RNA binding
	SGD:S000001688	GO:0005643	True	rdfs:subClassOf|BFO:0000050	6	nuclear pore
	SGD:S000003450	GO:0000056	True	rdfs:subClassOf|BFO:0000050	1	ribosomal small subunit export from nucleus
	SGD:S000002802	GO:0043161	True	rdfs:subClassOf|BFO:0000050	1	proteasome-mediated ubiquitin-dependent protein catabolic process
	SGD:S000002802	GO:0036402	True	rdfs:subClassOf|BFO:0000050	1	proteasome-activating activity
	SGD:S000001747	GO:0003333	True	rdfs:subClassOf|BFO:0000050	0	amino acid transmembrane transport
	SGD:S000003496	GO:0017101	True	rdfs:subClassOf|BFO:0000050	3	aminoacyl-tRNA synthetase multienzyme complex
	SGD:S000003496	GO:0005829	True	rdfs:subClassOf|BFO:0000050	1	cytosol
	SGD:S000002239	GO:0043021	True	rdfs:subClassOf|BFO:0000050	3	ribonucleoprotein complex binding
	SGD:S000002385	GO:0048205	True	rdfs:subClassOf|BFO:0000050	14	COPI coating of Golgi vesicle
	SGD:S000005656	GO:0022857	True	rdfs:subClassOf|BFO:0000050	0	transmembrane transporter activity
	SGD:S000005954	GO:0016616	True	rdfs:subClassOf|BFO:0000050	4	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor
	SGD:S000001470	GO:0005737	True	rdfs:subClassOf|BFO:0000050	0	cytoplasm
	SGD:S000005153	GO:0042026	True	rdfs:subClassOf|BFO:0000050	1	protein refolding
	SGD:S000005153	GO:0005829	True	rdfs:subClassOf|BFO:0000050	1	cytosol
	SGD:S000005153	GO:0031072	True	rdfs:subClassOf|BFO:0000050	1	heat shock protein binding
	SGD:S000005153	GO:0044183	True	rdfs:subClassOf|BFO:0000050	0	protein folding chaperone
	SGD:S000005153	GO:0051085	True	rdfs:subClassOf|BFO:0000050	3	chaperone cofactor-dependent protein refolding
	SGD:S000005153	GO:0005634	True	rdfs:subClassOf|BFO:0000050	3	nucleus
	SGD:S000003247	GO:0052689	True	rdfs:subClassOf|BFO:0000050	1	carboxylic ester hydrolase activity
	SGD:S000003247	GO:0006629	True	rdfs:subClassOf|BFO:0000050	4	lipid metabolic process
	SGD:S000000315	GO:0005829	True	rdfs:subClassOf|BFO:0000050	1	cytosol
	SGD:S000000315	GO:0006753	True	rdfs:subClassOf|BFO:0000050	5	nucleoside phosphate metabolic process
	SGD:S000005012	GO:0000978	True	rdfs:subClassOf|BFO:0000050	5	RNA polymerase II cis-regulatory region sequence-specific DNA binding
	SGD:S000005012	GO:0000981	True	rdfs:subClassOf|BFO:0000050	1	DNA-binding transcription factor activity, RNA polymerase II-specific
	SGD:S000001678	GO:0022417	True	rdfs:subClassOf|BFO:0000050	1	protein maturation by protein folding
	SGD:S000000226	GO:0042278	True	rdfs:subClassOf|BFO:0000050	7	purine nucleoside metabolic process
	SGD:S000000226	GO:0005654	True	rdfs:subClassOf|BFO:0000050	20	nucleoplasm
	SGD:S000000226	GO:0006974	True	rdfs:subClassOf|BFO:0000050	5	DNA damage response
	SGD:S000005660	GO:0060237	True	rdfs:subClassOf|BFO:0000050	3	regulation of fungal-type cell wall organization
	SGD:S000005660	GO:0005938	True	rdfs:subClassOf|BFO:0000050	13	cell cortex
	SGD:S000004990	GO:0005829	True	rdfs:subClassOf|BFO:0000050	1	cytosol
	SGD:S000005352	GO:0006513	True	rdfs:subClassOf|BFO:0000050	12	protein monoubiquitination
	SGD:S000005352	GO:0000209	True	rdfs:subClassOf|BFO:0000050	12	protein polyubiquitination
	SGD:S000005352	GO:0000151	True	rdfs:subClassOf|BFO:0000050	5	ubiquitin ligase complex
	SGD:S000005352	GO:0034450	True	rdfs:subClassOf|BFO:0000050	10	ubiquitin-ubiquitin ligase activity
	SGD:S000004291	GO:0009251	True	rdfs:subClassOf|BFO:0000050	1	glucan catabolic process
	SGD:S000006273	GO:0005829	True	rdfs:subClassOf|BFO:0000050	1	cytosol
	SGD:S000004878	GO:0003723	True	rdfs:subClassOf|BFO:0000050	4	RNA binding
	SGD:S000004878	GO:0031428	True	rdfs:subClassOf|BFO:0000050	5	box C/D methylation guide snoRNP complex
	SGD:S000004878	GO:1990259	True	rdfs:subClassOf|BFO:0000050	13	histone H2AQ104 methyltransferase activity
	SGD:S000004878	GO:0008649	True	rdfs:subClassOf|BFO:0000050	35	rRNA methyltransferase activity
	SGD:S000004878	GO:0032040	True	rdfs:subClassOf|BFO:0000050	4	small-subunit processome
	SGD:S000004878	GO:0031167	True	rdfs:subClassOf|BFO:0000050	25	rRNA methylation
	SGD:S000004878	GO:0000494	True	rdfs:subClassOf|BFO:0000050	20	box C/D sno(s)RNA 3'-end processing
	SGD:S000004878	GO:0005730	True	rdfs:subClassOf|BFO:0000050	22	nucleolus
	SGD:S000003113	GO:0060628	True	rdfs:subClassOf|BFO:0000050	9	regulation of ER to Golgi vesicle-mediated transport
	SGD:S000004985	GO:0006450	True	rdfs:subClassOf|BFO:0000050	0	regulation of translational fidelity
	SGD:S000001410	GO:0031625	True	rdfs:subClassOf|BFO:0000050	4	ubiquitin protein ligase binding
	SGD:S000001410	GO:0019941	True	rdfs:subClassOf|BFO:0000050	7	modification-dependent protein catabolic process
	SGD:S000003628	GO:0000725	True	rdfs:subClassOf|BFO:0000050	2	recombinational repair
	SGD:S000005390	GO:0071970	True	rdfs:subClassOf|BFO:0000050	24	fungal-type cell wall (1->3)-beta-D-glucan biosynthetic process
	SGD:S000005390	GO:0031505	True	rdfs:subClassOf|BFO:0000050	2	fungal-type cell wall organization
	SGD:S000001148	GO:0005829	True	rdfs:subClassOf|BFO:0000050	1	cytosol
	SGD:S000001148	GO:0045454	True	rdfs:subClassOf|BFO:0000050	3	cell redox homeostasis
	SGD:S000006054	GO:0000977	True	rdfs:subClassOf|BFO:0000050	0	RNA polymerase II transcription regulatory region sequence-specific DNA binding
	SGD:S000001849	GO:0006487	True	rdfs:subClassOf|BFO:0000050	11	protein N-linked glycosylation
	SGD:S000001849	GO:0006013	True	rdfs:subClassOf|BFO:0000050	4	mannose metabolic process
	SGD:S000000163	GO:0031647	True	rdfs:subClassOf|BFO:0000050	3	regulation of protein stability
	SGD:S000000163	GO:0005634	True	rdfs:subClassOf|BFO:0000050	15	nucleus
	SGD:S000000163	GO:0005829	True	rdfs:subClassOf|BFO:0000050	12	cytosol
	SGD:S000004528	GO:0005829	True	rdfs:subClassOf|BFO:0000050	0	cytosol
	SGD:S000005475	GO:0031123	True	rdfs:subClassOf|BFO:0000050	0	RNA 3'-end processing
	SGD:S000005475	GO:0043634	True	rdfs:subClassOf|BFO:0000050	3	polyadenylation-dependent ncRNA catabolic process
	SGD:S000003016	GO:0036402	True	rdfs:subClassOf|BFO:0000050	1	proteasome-activating activity
	SGD:S000006110	GO:0006506	True	rdfs:subClassOf|BFO:0000050	32	GPI anchor biosynthetic process
	SGD:S000006323	GO:0007089	True	rdfs:subClassOf|BFO:0000050	11	traversing start control point of mitotic cell cycle
	SGD:S000006323	GO:0000307	True	rdfs:subClassOf|BFO:0000050	7	cyclin-dependent protein kinase holoenzyme complex
	SGD:S000006323	GO:0000082	True	rdfs:subClassOf|BFO:0000050	2	G1/S transition of mitotic cell cycle
	SGD:S000006323	GO:0005815	True	rdfs:subClassOf|BFO:0000050	0	microtubule organizing center
	SGD:S000004802	GO:0005737	True	rdfs:subClassOf|BFO:0000050	1	cytoplasm
	SGD:S000004802	GO:0005694	True	rdfs:subClassOf|BFO:0000050	0	chromosome
	SGD:S000002705	GO:0042284	True	rdfs:subClassOf|BFO:0000050	3	sphingolipid delta-4 desaturase activity
	SGD:S000001571	GO:0010181	True	rdfs:subClassOf|BFO:0000050	11	FMN binding
	SGD:S000001626	GO:0005829	True	rdfs:subClassOf|BFO:0000050	1	cytosol
	SGD:S000006226	GO:0000785	True	rdfs:subClassOf|BFO:0000050	4	chromatin
	SGD:S000003348	GO:0008023	True	rdfs:subClassOf|BFO:0000050	8	transcription elongation factor complex
	SGD:S000003348	GO:0006368	True	rdfs:subClassOf|BFO:0000050	0	transcription elongation by RNA polymerase II
	SGD:S000005974	GO:0097502	True	rdfs:subClassOf|BFO:0000050	1	mannosylation
	SGD:S000005974	GO:0000032	True	rdfs:subClassOf|BFO:0000050	5	cell wall mannoprotein biosynthetic process
	SGD:S000005974	GO:0005794	True	rdfs:subClassOf|BFO:0000050	1	Golgi apparatus
	SGD:S000005974	GO:0006493	True	rdfs:subClassOf|BFO:0000050	1	protein O-linked glycosylation
	SGD:S000005974	GO:0000026	True	rdfs:subClassOf|BFO:0000050	1	alpha-1,2-mannosyltransferase activity
	SGD:S000003295	GO:0006368	True	rdfs:subClassOf|BFO:0000050	0	transcription elongation by RNA polymerase II
	SGD:S000001517	GO:0012505	True	rdfs:subClassOf|BFO:0000050	0	endomembrane system
	SGD:S000001517	GO:0043161	True	rdfs:subClassOf|BFO:0000050	2	proteasome-mediated ubiquitin-dependent protein catabolic process
	SGD:S000001517	GO:0061630	True	rdfs:subClassOf|BFO:0000050	2	ubiquitin protein ligase activity
	SGD:S000001189	GO:0005737	True	rdfs:subClassOf|BFO:0000050	1	cytoplasm
	SGD:S000001189	GO:0019901	True	rdfs:subClassOf|BFO:0000050	4	protein kinase binding
	SGD:S000001189	GO:0007165	True	rdfs:subClassOf|BFO:0000050	9	signal transduction
	SGD:S000001189	GO:0031588	True	rdfs:subClassOf|BFO:0000050	7	nucleotide-activated protein kinase complex
	SGD:S000002336	GO:0140469	True	rdfs:subClassOf|BFO:0000050	15	GCN2-mediated signaling
	SGD:S000002336	GO:0006446	True	rdfs:subClassOf|BFO:0000050	13	regulation of translational initiation
	SGD:S000002336	GO:0005737	True	rdfs:subClassOf|BFO:0000050	11	cytoplasm
	SGD:S000002703	GO:0006357	True	rdfs:subClassOf|BFO:0000050	0	regulation of transcription by RNA polymerase II
	SGD:S000003011	GO:0006357	True	rdfs:subClassOf|BFO:0000050	0	regulation of transcription by RNA polymerase II
	SGD:S000006040	GO:0005634	True	rdfs:subClassOf|BFO:0000050	5	nucleus
	SGD:S000001080	GO:0043023	True	rdfs:subClassOf|BFO:0000050	4	ribosomal large subunit binding
	SGD:S000004470	GO:0006368	True	rdfs:subClassOf|BFO:0000050	0	transcription elongation by RNA polymerase II
	SGD:S000004119	GO:0030490	True	rdfs:subClassOf|BFO:0000050	0	maturation of SSU-rRNA
	SGD:S000004119	GO:0030515	True	rdfs:subClassOf|BFO:0000050	0	snoRNA binding
	SGD:S000004128	GO:0035725	True	rdfs:subClassOf|BFO:0000050	0	sodium ion transmembrane transport
	SGD:S000002424	GO:0008440	True	rdfs:subClassOf|BFO:0000050	3	inositol-1,4,5-trisphosphate 3-kinase activity
	SGD:S000002424	GO:0000824	True	rdfs:subClassOf|BFO:0000050	3	inositol-1,4,5,6-tetrakisphosphate 3-kinase activity
	SGD:S000002424	GO:0005634	True	rdfs:subClassOf|BFO:0000050	5	nucleus
	SGD:S000002424	GO:0046854	True	rdfs:subClassOf|BFO:0000050	12	phosphatidylinositol phosphate biosynthetic process
	SGD:S000002666	GO:0005737	True	rdfs:subClassOf|BFO:0000050	0	cytoplasm
	SGD:S000001012	GO:0006357	True	rdfs:subClassOf|BFO:0000050	0	regulation of transcription by RNA polymerase II
	SGD:S000003425	GO:0004742	True	rdfs:subClassOf|BFO:0000050	6	dihydrolipoyllysine-residue acetyltransferase activity
	SGD:S000005355	GO:0005886	True	rdfs:subClassOf|BFO:0000050	1	plasma membrane
	SGD:S000005355	GO:0005351	True	rdfs:subClassOf|BFO:0000050	13	carbohydrate:proton symporter activity
	SGD:S000005355	GO:0008643	True	rdfs:subClassOf|BFO:0000050	0	carbohydrate transport
	SGD:S000005821	GO:0006361	True	rdfs:subClassOf|BFO:0000050	2	transcription initiation at RNA polymerase I promoter
	SGD:S000003328	GO:0030974	True	rdfs:subClassOf|BFO:0000050	0	thiamine pyrophosphate transmembrane transport
	SGD:S000003328	GO:0015234	True	rdfs:subClassOf|BFO:0000050	0	thiamine transmembrane transporter activity
	SGD:S000001085	GO:0005975	True	rdfs:subClassOf|BFO:0000050	0	carbohydrate metabolic process
	SGD:S000003561	GO:0043231	True	rdfs:subClassOf|BFO:0000050	0	intracellular membrane-bounded organelle
	SGD:S000006293	GO:0051020	True	rdfs:subClassOf|BFO:0000050	4	GTPase binding
	SGD:S000006160	GO:0033309	True	rdfs:subClassOf|BFO:0000050	5	SBF transcription complex
	SGD:S000006160	GO:0001228	True	rdfs:subClassOf|BFO:0000050	27	DNA-binding transcription activator activity, RNA polymerase II-specific
	SGD:S000006160	GO:0030907	True	rdfs:subClassOf|BFO:0000050	5	MBF transcription complex
	SGD:S000006160	GO:0045944	True	rdfs:subClassOf|BFO:0000050	22	positive regulation of transcription by RNA polymerase II
	SGD:S000003827	GO:0038202	True	rdfs:subClassOf|BFO:0000050	1	TORC1 signaling
	SGD:S000003827	GO:0016242	True	rdfs:subClassOf|BFO:0000050	2	negative regulation of macroautophagy
	SGD:S000003827	GO:0038201	True	rdfs:subClassOf|BFO:0000050	0	TOR complex
	SGD:S000004533	GO:0005737	True	rdfs:subClassOf|BFO:0000050	11	cytoplasm
	SGD:S000004533	GO:0031624	True	rdfs:subClassOf|BFO:0000050	4	ubiquitin conjugating enzyme binding
	SGD:S000004533	GO:0006511	True	rdfs:subClassOf|BFO:0000050	8	ubiquitin-dependent protein catabolic process
	SGD:S000004533	GO:0000151	True	rdfs:subClassOf|BFO:0000050	5	ubiquitin ligase complex
	SGD:S000004533	GO:0061630	True	rdfs:subClassOf|BFO:0000050	2	ubiquitin protein ligase activity
	SGD:S000000439	GO:0055064	True	rdfs:subClassOf|BFO:0000050	2	chloride ion homeostasis
	SGD:S000000439	GO:0006884	True	rdfs:subClassOf|BFO:0000050	9	cell volume homeostasis
	SGD:S000000439	GO:1902476	True	rdfs:subClassOf|BFO:0000050	0	chloride transmembrane transport
	SGD:S000003543	GO:0061575	True	rdfs:subClassOf|BFO:0000050	6	cyclin-dependent protein serine/threonine kinase activator activity
	SGD:S000003543	GO:0045944	True	rdfs:subClassOf|BFO:0000050	1	positive regulation of transcription by RNA polymerase II
	SGD:S000003543	GO:0008024	True	rdfs:subClassOf|BFO:0000050	0	cyclin/CDK positive transcription elongation factor complex
	SGD:S000005625	GO:0097502	True	rdfs:subClassOf|BFO:0000050	1	mannosylation
	SGD:S000005625	GO:0000032	True	rdfs:subClassOf|BFO:0000050	6	cell wall mannoprotein biosynthetic process
	SGD:S000004608	GO:0005783	True	rdfs:subClassOf|BFO:0000050	8	endoplasmic reticulum
	SGD:S000004608	GO:0005829	True	rdfs:subClassOf|BFO:0000050	3	cytosol
	SGD:S000004608	GO:0004623	True	rdfs:subClassOf|BFO:0000050	1	phospholipase A2 activity
	SGD:S000004608	GO:0005886	True	rdfs:subClassOf|BFO:0000050	1	plasma membrane
	SGD:S000004608	GO:0046475	True	rdfs:subClassOf|BFO:0000050	2	glycerophospholipid catabolic process
	SGD:S000000644	GO:0008204	True	rdfs:subClassOf|BFO:0000050	5	ergosterol metabolic process
	SGD:S000002104	GO:0003723	True	rdfs:subClassOf|BFO:0000050	0	RNA binding
	SGD:S000001533	GO:0070941	True	rdfs:subClassOf|BFO:0000050	6	eisosome assembly
	SGD:S000005027	GO:0005347	True	rdfs:subClassOf|BFO:0000050	0	ATP transmembrane transporter activity
	SGD:S000005063	GO:0016783	True	rdfs:subClassOf|BFO:0000050	2	sulfurtransferase activity
	SGD:S000005063	GO:0005829	True	rdfs:subClassOf|BFO:0000050	1	cytosol
	SGD:S000002527	GO:0002940	True	rdfs:subClassOf|BFO:0000050	1	tRNA N2-guanine methylation
	SGD:S000006212	GO:0000978	True	rdfs:subClassOf|BFO:0000050	8	RNA polymerase II cis-regulatory region sequence-specific DNA binding
	SGD:S000006212	GO:0006879	True	rdfs:subClassOf|BFO:0000050	10	intracellular iron ion homeostasis
	SGD:S000006212	GO:0006878	True	rdfs:subClassOf|BFO:0000050	11	intracellular copper ion homeostasis
	SGD:S000000380	GO:0000287	True	rdfs:subClassOf|BFO:0000050	6	magnesium ion binding
	SGD:S000002168	GO:0005737	True	rdfs:subClassOf|BFO:0000050	0	cytoplasm
	SGD:S000002168	GO:0015038	True	rdfs:subClassOf|BFO:0000050	0	glutathione disulfide oxidoreductase activity
	SGD:S000005854	GO:0019905	True	rdfs:subClassOf|BFO:0000050	4	syntaxin binding
	SGD:S000004494	GO:0006312	True	rdfs:subClassOf|BFO:0000050	0	mitotic recombination
	SGD:S000003118	GO:0042393	True	rdfs:subClassOf|BFO:0000050	2	histone binding
	SGD:S000000012	GO:0012505	True	rdfs:subClassOf|BFO:0000050	0	endomembrane system
	SGD:S000000012	GO:0006906	True	rdfs:subClassOf|BFO:0000050	5	vesicle fusion
	SGD:S000000012	GO:0031201	True	rdfs:subClassOf|BFO:0000050	3	SNARE complex
	SGD:S000000012	GO:0006886	True	rdfs:subClassOf|BFO:0000050	1	intracellular protein transport
	SGD:S000000012	GO:0000149	True	rdfs:subClassOf|BFO:0000050	3	SNARE binding
	SGD:S000000012	GO:0048278	True	rdfs:subClassOf|BFO:0000050	4	vesicle docking
	SGD:S000003581	GO:0009055	True	rdfs:subClassOf|BFO:0000050	1	electron transfer activity
	SGD:S000003581	GO:0045273	True	rdfs:subClassOf|BFO:0000050	6	respiratory chain complex II (succinate dehydrogenase)
	SGD:S000003581	GO:0006121	True	rdfs:subClassOf|BFO:0000050	6	mitochondrial electron transport, succinate to ubiquinone
	SGD:S000001248	GO:0035556	True	rdfs:subClassOf|BFO:0000050	4	intracellular signal transduction
	SGD:S000000790	GO:0015179	True	rdfs:subClassOf|BFO:0000050	7	L-amino acid transmembrane transporter activity
	SGD:S000000790	GO:0003333	True	rdfs:subClassOf|BFO:0000050	0	amino acid transmembrane transport
	SGD:S000004797	GO:0009306	True	rdfs:subClassOf|BFO:0000050	6	protein secretion
	SGD:S000005887	GO:0019933	True	rdfs:subClassOf|BFO:0000050	3	cAMP-mediated signaling
	SGD:S000005887	GO:0047555	True	rdfs:subClassOf|BFO:0000050	1	3',5'-cyclic-GMP phosphodiesterase activity
	SGD:S000002921	GO:0015038	True	rdfs:subClassOf|BFO:0000050	1	glutathione disulfide oxidoreductase activity
	SGD:S000005762	GO:0046655	True	rdfs:subClassOf|BFO:0000050	4	folic acid metabolic process
	SGD:S000004337	GO:0005829	True	rdfs:subClassOf|BFO:0000050	1	cytosol
	SGD:S000006339	GO:0000278	True	rdfs:subClassOf|BFO:0000050	1	mitotic cell cycle
	SGD:S000005739	GO:0031011	True	rdfs:subClassOf|BFO:0000050	11	Ino80 complex
	SGD:S000005739	GO:0005674	True	rdfs:subClassOf|BFO:0000050	17	transcription factor TFIIF complex
	SGD:S000005739	GO:0042393	True	rdfs:subClassOf|BFO:0000050	3	histone binding
	SGD:S000005739	GO:0006338	True	rdfs:subClassOf|BFO:0000050	0	chromatin remodeling
	SGD:S000005739	GO:0006357	True	rdfs:subClassOf|BFO:0000050	1	regulation of transcription by RNA polymerase II
	SGD:S000005739	GO:0016514	True	rdfs:subClassOf|BFO:0000050	5	SWI/SNF complex
	SGD:S000005739	GO:0005669	True	rdfs:subClassOf|BFO:0000050	17	transcription factor TFIID complex
	SGD:S000004294	GO:0006535	True	rdfs:subClassOf|BFO:0000050	2	cysteine biosynthetic process from serine
	SGD:S000004294	GO:0071269	True	rdfs:subClassOf|BFO:0000050	3	L-homocysteine biosynthetic process
	SGD:S000002375	GO:0019784	True	rdfs:subClassOf|BFO:0000050	2	deNEDDylase activity
	SGD:S000002375	GO:0051726	True	rdfs:subClassOf|BFO:0000050	1	regulation of cell cycle
	SGD:S000002375	GO:0022414	True	rdfs:subClassOf|BFO:0000050	0	reproductive process
	SGD:S000001609	GO:0035556	True	rdfs:subClassOf|BFO:0000050	4	intracellular signal transduction
	SGD:S000001151	GO:0003713	True	rdfs:subClassOf|BFO:0000050	28	transcription coactivator activity
	SGD:S000001151	GO:0042800	True	rdfs:subClassOf|BFO:0000050	8	histone H3K4 methyltransferase activity
	SGD:S000001151	GO:0045944	True	rdfs:subClassOf|BFO:0000050	25	positive regulation of transcription by RNA polymerase II
	SGD:S000001151	GO:0046975	True	rdfs:subClassOf|BFO:0000050	8	histone H3K36 methyltransferase activity
	SGD:S000005076	GO:0002101	True	rdfs:subClassOf|BFO:0000050	2	tRNA wobble cytosine modification
	SGD:S000002405	GO:0006062	True	rdfs:subClassOf|BFO:0000050	15	sorbitol catabolic process
	SGD:S000001853	GO:0033215	True	rdfs:subClassOf|BFO:0000050	15	reductive iron assimilation
	SGD:S000001853	GO:0010106	True	rdfs:subClassOf|BFO:0000050	20	cellular response to iron ion starvation
	SGD:S000004062	GO:0032934	True	rdfs:subClassOf|BFO:0000050	5	sterol binding
	SGD:S000004062	GO:0005886	True	rdfs:subClassOf|BFO:0000050	2	plasma membrane
	SGD:S000004062	GO:0140268	True	rdfs:subClassOf|BFO:0000050	1	endoplasmic reticulum-plasma membrane contact site
	SGD:S000004062	GO:0032541	True	rdfs:subClassOf|BFO:0000050	4	cortical endoplasmic reticulum
	SGD:S000006062	GO:0005938	True	rdfs:subClassOf|BFO:0000050	2	cell cortex
	SGD:S000002292	GO:0000278	True	rdfs:subClassOf|BFO:0000050	0	mitotic cell cycle
	SGD:S000002292	GO:0005829	True	rdfs:subClassOf|BFO:0000050	1	cytosol
	SGD:S000000853	GO:0032452	True	rdfs:subClassOf|BFO:0000050	0	histone demethylase activity
	SGD:S000000853	GO:0006357	True	rdfs:subClassOf|BFO:0000050	0	regulation of transcription by RNA polymerase II
	SGD:S000000853	GO:0006338	True	rdfs:subClassOf|BFO:0000050	0	chromatin remodeling
	SGD:S000000853	GO:0003712	True	rdfs:subClassOf|BFO:0000050	4	transcription coregulator activity
	SGD:S000003754	GO:0008870	True	rdfs:subClassOf|BFO:0000050	3	galactoside O-acetyltransferase activity
	SGD:S000002379	GO:0000783	True	rdfs:subClassOf|BFO:0000050	0	nuclear telomere cap complex
	SGD:S000002379	GO:0098505	True	rdfs:subClassOf|BFO:0000050	1	G-rich strand telomeric DNA binding
	SGD:S000000441	GO:0000398	True	rdfs:subClassOf|BFO:0000050	0	mRNA splicing, via spliceosome
	SGD:S000003198	GO:0019888	True	rdfs:subClassOf|BFO:0000050	4	protein phosphatase regulator activity
	SGD:S000003198	GO:0005634	True	rdfs:subClassOf|BFO:0000050	1	nucleus
	SGD:S000003198	GO:0005829	True	rdfs:subClassOf|BFO:0000050	1	cytosol
	SGD:S000003198	GO:0009966	True	rdfs:subClassOf|BFO:0000050	7	regulation of signal transduction
	SGD:S000002681	GO:0005737	True	rdfs:subClassOf|BFO:0000050	2	cytoplasm
	SGD:S000002681	GO:0006511	True	rdfs:subClassOf|BFO:0000050	12	ubiquitin-dependent protein catabolic process
	SGD:S000002681	GO:0031624	True	rdfs:subClassOf|BFO:0000050	3	ubiquitin conjugating enzyme binding
	SGD:S000001154	GO:0016846	True	rdfs:subClassOf|BFO:0000050	0	carbon-sulfur lyase activity
	SGD:S000003176	GO:0019901	True	rdfs:subClassOf|BFO:0000050	5	protein kinase binding
	SGD:S000003176	GO:0005634	True	rdfs:subClassOf|BFO:0000050	5	nucleus
	SGD:S000005453	GO:0002939	True	rdfs:subClassOf|BFO:0000050	1	tRNA N1-guanine methylation
	SGD:S000005453	GO:0000049	True	rdfs:subClassOf|BFO:0000050	5	tRNA binding
	SGD:S000003902	GO:0006513	True	rdfs:subClassOf|BFO:0000050	7	protein monoubiquitination
	SGD:S000003902	GO:0000209	True	rdfs:subClassOf|BFO:0000050	7	protein polyubiquitination
	SGD:S000003902	GO:0051865	True	rdfs:subClassOf|BFO:0000050	7	protein autoubiquitination
	SGD:S000003902	GO:0030332	True	rdfs:subClassOf|BFO:0000050	1	cyclin binding
	SGD:S000003902	GO:0000151	True	rdfs:subClassOf|BFO:0000050	5	ubiquitin ligase complex
	SGD:S000003902	GO:0061630	True	rdfs:subClassOf|BFO:0000050	9	ubiquitin protein ligase activity
	SGD:S000005937	GO:0006357	True	rdfs:subClassOf|BFO:0000050	0	regulation of transcription by RNA polymerase II
	SGD:S000005937	GO:0000976	True	rdfs:subClassOf|BFO:0000050	5	transcription cis-regulatory region binding
	SGD:S000004001	GO:0010181	True	rdfs:subClassOf|BFO:0000050	11	FMN binding
	SGD:S000001380	GO:0032956	True	rdfs:subClassOf|BFO:0000050	0	regulation of actin cytoskeleton organization
	SGD:S000001380	GO:0019901	True	rdfs:subClassOf|BFO:0000050	4	protein kinase binding
	SGD:S000001380	GO:0007165	True	rdfs:subClassOf|BFO:0000050	0	signal transduction
	SGD:S000001380	GO:0007015	True	rdfs:subClassOf|BFO:0000050	2	actin filament organization
	SGD:S000005517	GO:0004558	True	rdfs:subClassOf|BFO:0000050	1	alpha-1,4-glucosidase activity
	SGD:S000005517	GO:0033934	True	rdfs:subClassOf|BFO:0000050	1	glucan 1,4-alpha-maltotriohydrolase activity
	SGD:S000005517	GO:0000025	True	rdfs:subClassOf|BFO:0000050	1	maltose catabolic process
	SGD:S000005517	GO:0004556	True	rdfs:subClassOf|BFO:0000050	2	alpha-amylase activity
